<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.14	16:00:00	1.12252	1.12347	1.11757	1.11890	16999	0	2
2025.05.14	20:00:00	1.11888	1.11969	1.11644	1.11731	7248	0	2
2025.05.15	00:00:00	1.11764	1.11943	1.11720	1.11918	4514	0	2
2025.05.15	04:00:00	1.11915	1.12013	1.11888	1.11928	7718	0	2
2025.05.15	08:00:00	1.11928	1.12278	1.11855	1.12101	11499	0	2
2025.05.15	12:00:00	1.12102	1.12139	1.11785	1.12098	11303	0	2
2025.05.15	16:00:00	1.12098	1.12238	1.11726	1.11808	15294	0	2
2025.05.15	20:00:00	1.11808	1.11892	1.11703	1.11854	5749	0	2
2025.05.16	00:00:00	1.11838	1.12083	1.11784	1.12048	4636	0	2
2025.05.16	04:00:00	1.12048	1.12087	1.11962	1.12030	6858	0	2
2025.05.16	08:00:00	1.12032	1.12195	1.11971	1.11990	10038	0	2
2025.05.16	12:00:00	1.11989	1.12087	1.11882	1.11971	9547	0	2
2025.05.16	16:00:00	1.11971	1.12056	1.11311	1.11450	13684	0	2
2025.05.16	20:00:00	1.11451	1.11615	1.11394	1.11602	5558	0	2
2025.05.19	00:00:00	1.11732	1.11986	1.11683	1.11973	6839	0	2
2025.05.19	04:00:00	1.11973	1.11990	1.11723	1.11839	7947	0	2
2025.05.19	08:00:00	1.11839	1.12592	1.11763	1.12573	12939	0	2
2025.05.19	12:00:00	1.12577	1.12882	1.12551	1.12568	13342	0	2
2025.05.19	16:00:00	1.12570	1.12652	1.12289	1.12353	13425	0	2
2025.05.19	20:00:00	1.12353	1.12447	1.12241	1.12428	4837	0	2
2025.05.20	00:00:00	1.12347	1.12433	1.12178	1.12279	3676	0	2
2025.05.20	04:00:00	1.12279	1.12512	1.12259	1.12421	8198	0	2
2025.05.20	08:00:00	1.12416	1.12777	1.12416	1.12583	12754	0	2
2025.05.20	12:00:00	1.12583	1.12671	1.12237	1.12344	10286	0	2
2025.05.20	16:00:00	1.12344	1.12698	1.12248	1.12567	13571	0	2
2025.05.20	20:00:00	1.12567	1.12848	1.12547	1.12833	5901	0	2
2025.05.21	00:00:00	1.12822	1.13014	1.12780	1.12954	5405	0	2
2025.05.21	04:00:00	1.12954	1.13396	1.12869	1.13290	9863	0	2
2025.05.21	08:00:00	1.13290	1.13530	1.13122	1.13224	13492	0	2
2025.05.21	12:00:00	1.13224	1.13618	1.13148	1.13346	12664	0	2
2025.05.21	16:00:00	1.13347	1.13542	1.13232	1.13403	13759	0	2
2025.05.21	20:00:00	1.13403	1.13628	1.13155	1.13299	9666	0	2
2025.05.22	00:00:00	1.13228	1.13434	1.13111	1.13272	7434	0	2
2025.05.22	04:00:00	1.13272	1.13448	1.13172	1.13330	10744	0	2
2025.05.22	08:00:00	1.13332	1.13420	1.12952	1.13018	15042	0	2
2025.05.22	12:00:00	1.13018	1.13149	1.12847	1.12950	13304	0	2
2025.05.22	16:00:00	1.12951	1.13089	1.12659	1.12693	16146	0	2
2025.05.22	20:00:00	1.12692	1.12856	1.12558	1.12800	6801	0	2
2025.05.23	00:00:00	1.12764	1.12997	1.12764	1.12970	4849	0	2
2025.05.23	04:00:00	1.12970	1.13208	1.12951	1.13179	7786	0	2
2025.05.23	08:00:00	1.13179	1.13446	1.13082	1.13420	10186	0	2
2025.05.23	12:00:00	1.13420	1.13755	1.12974	1.13335	19090	0	2
2025.05.23	16:00:00	1.13334	1.13596	1.13108	1.13582	15160	0	2
2025.05.23	20:00:00	1.13582	1.13693	1.13516	1.13639	6183	0	2
2025.05.26	00:00:00	1.13638	1.13976	1.13603	1.13969	7929	0	2
2025.05.26	04:00:00	1.13968	1.14187	1.13880	1.14093	9867	0	2
2025.05.26	08:00:00	1.14092	1.14185	1.13829	1.13845	10217	0	2
2025.05.26	12:00:00	1.13846	1.13868	1.13689	1.13752	6268	0	2
2025.05.26	16:00:00	1.13752	1.13855	1.13732	1.13833	5311	0	2
2025.05.26	20:00:00	1.13834	1.13878	1.13785	1.13868	1578	0	2
2025.05.27	00:00:00	1.13816	1.14029	1.13797	1.14000	4396	0	2
2025.05.27	04:00:00	1.14000	1.14071	1.13777	1.13783	6954	0	2
2025.05.27	08:00:00	1.13788	1.13929	1.13370	1.13488	13288	0	2
2025.05.27	12:00:00	1.13485	1.13677	1.13407	1.13666	10527	0	2
2025.05.27	16:00:00	1.13666	1.13753	1.13233	1.13316	12829	0	2
2025.05.27	20:00:00	1.13315	1.13387	1.13264	1.13291	5280	0	2
2025.05.28	00:00:00	1.13258	1.13451	1.13252	1.13343	4193	0	2
2025.05.28	04:00:00	1.13343	1.13388	1.13005	1.13060	10294	0	2
2025.05.28	08:00:00	1.13060	1.13342	1.12954	1.13321	11125	0	2
2025.05.28	12:00:00	1.13321	1.13406	1.13074	1.13109	10199	0	2
2025.05.28	16:00:00	1.13110	1.13246	1.12838	1.12940	14123	0	2
2025.05.28	20:00:00	1.12940	1.13007	1.12843	1.12930	6237	0	2
2025.05.29	00:00:00	1.12912	1.12971	1.12101	1.12347	11564	0	2
2025.05.29	04:00:00	1.12345	1.12570	1.12234	1.12477	10953	0	2
2025.05.29	08:00:00	1.12477	1.12826	1.12310	1.12718	12607	0	2
2025.05.29	12:00:00	1.12718	1.13497	1.12679	1.13493	12730	0	2
2025.05.29	16:00:00	1.13493	1.13799	1.13393	1.13714	15095	0	2
2025.05.29	20:00:00	1.13714	1.13843	1.13607	1.13685	5989	0	2
2025.05.30	00:00:00	1.13660	1.13847	1.13642	1.13725	5809	0	2
2025.05.30	04:00:00	1.13725	1.13898	1.13456	1.13460	8857	0	2
2025.05.30	08:00:00	1.13460	1.13544	1.13234	1.13239	11237	0	2
